Height,Weight,Sex
5.857199415102492,206.5823040472323,male
5.314869875802013,112.88503374103723,female
5.292384289968814,117.7033702263486,female
5.089937987697737,120.25027251057085,female
5.273108374548804,119.9412370827666,female
5.737373832253387,117.69793211960118,male
5.3840494115097925,120.8509192754916,female
5.553368047303628,170.58432551022955,male
5.631591774969812,197.39080857978584,male
5.090295485547117,86.9412854913329,female
5.844831215181626,214.79194134089374,male
6.0079444286453185,166.17656900327447,male
5.656817250497355,110.13482316014678,female
5.567521218095851,133.03701619963252,female
5.535296253301356,125.94491100458995,female
5.178053036340784,108.33371882100546,female
5.158348759980079,120.13439447624813,female
5.419940958808076,124.13378082190773,female
5.304441306898655,86.47641258971427,female
5.050490393129991,93.81883771988561,female
5.889547161374087,213.23365746502103,male
5.296765792269251,99.17545195419694,female
5.330657092649242,126.56111959331747,female
5.194159463267364,103.62450541497194,female
5.1694298558020195,97.71234712817709,female
5.577817767720028,203.9707667868328,male
5.887616315154392,117.55524895058834,male
5.603420666933736,135.63960028998957,male
5.581520240512486,156.6966402643905,male
5.809051404752889,183.04456173978528,male
5.141741393980696,79.42426906762651,female
5.578230303626606,93.67358431542979,female
5.4435120364007705,119.12888197935659,female
5.9023907749697475,115.08664466424567,male
6.207879103239063,179.4184031730054,male
5.547071452628248,117.77647815404508,female
5.445721458138668,112.9038663580271,male
5.864040638273522,154.0846020428925,male
5.618772048302356,135.26193606157378,male
5.501889221230382,116.14080712849594,female
5.677134141257923,150.2224629806592,male
5.4588083075832525,94.13592934330244,female
5.699065691469785,208.73546885788087,male
5.297116192430767,109.98888060349768,female
5.277658126662442,111.81772755367248,female
5.812622317243696,181.709380219312,male
5.397718874784276,113.77988931887633,female
6.0577559350223185,234.25865753760132,male
5.2102073644639315,109.4953216442661,female
5.8991134887804035,174.1695573735564,male
4.8232169040699535,98.93591046804015,female
5.681132564909407,114.97703041121223,male
5.617938651243786,134.52161539404256,male
5.431575267590911,86.08243553553595,female
5.977373506101622,224.93034612760636,male
5.4857941135679456,103.62219455507686,female
5.406939700822021,115.79283888487905,female
5.717348461803443,127.17589696849214,female
5.550452459750241,130.66181555327563,male
5.066129650817828,187.25194740256606,male
5.733939275064504,116.60441640140252,female
5.776053619845966,242.90767556237805,male
6.167894659726109,103.02633337794299,male
5.6288699944241785,145.28373007220574,female
5.615249600919547,133.36876957265133,male
5.800888883379909,178.14535054741103,male
5.7472838718091985,221.64755711548224,male
5.655845327197796,172.20187076792234,male
5.210454477028146,109.79668996334658,female
5.127208328022471,102.24297274008408,female
5.027788169418907,85.13330096856836,female
5.226236016364203,111.29659434272796,female
5.946381416691661,213.80633123609599,male
5.837594103166589,206.79075309607418,male
6.044047140622085,161.40970910114333,male
6.084936911647985,203.18118548672848,male
5.404951879937943,102.35891480607327,female
5.176736190831394,107.15984944869071,female
5.462400245872884,134.61332612083035,female
5.118287028732233,120.15544467429652,female
5.1313066229350675,81.97875256590662,female
5.868130834198423,181.97782880790825,male
5.383588169520809,193.94144472812778,male
5.529234730662288,186.55081183615425,male
5.425142381097336,137.97055534864722,male
4.980760677424803,98.44288377115802,female
5.4461192721019565,180.29451594875087,male
5.107754294400465,130.3853941696404,female
5.117418873540668,107.02506637874829,female
5.763049635993467,149.23025242662078,male
5.949317323071874,179.46119585437634,male
5.758941235038238,170.62338016382483,male
5.623082018410118,134.84498178640348,male
5.353893587104078,93.23114244668898,female
5.193083707724299,108.40148037839069,female
5.613651530624817,170.43924338122355,male
5.1621851860735815,75.90476975382538,female
6.161959753847964,168.21879263579746,male
5.969087182940023,245.62527076686473,male
5.35373601062602,102.83542615960964,female
5.349228476701782,101.77547172821775,female
6.095267686323902,200.12989293763178,male
5.234937093643275,102.629238654082,female
5.6872980021919295,132.07124593839694,female
5.8106139773067715,131.21447276117894,male
5.630429382280149,199.00038837302083,male
5.303293413093661,108.91639542069338,female
6.112820742687187,195.92086648326298,male
5.389173781220654,109.88345127215942,female
5.608317324642332,151.44694918951865,male
5.2232144919311,148.24153324204258,male
5.329586650405224,91.78951609388722,female
5.209327054690248,109.15977452158226,female
5.633807450186384,184.2736519638734,male
5.370824089337565,83.15516755800859,female
5.081620934953744,103.91762423970677,female
5.564240661153137,173.73551292230883,male
4.903578361167611,71.03765226967568,female
5.253797762865111,89.69277113807689,female
5.091752324028909,114.1451244047234,female
5.165591775252478,100.7912151810858,female
5.537115398686919,108.42096285092421,female
5.548546472781206,176.91490753944166,male
6.2438555064409575,162.56356644520974,male
6.193461852143986,144.5905766151368,male
5.076151996723863,90.43137642185468,female
5.3435773853741555,122.56141783611547,female
5.863979686564412,163.86028122962864,male
5.341919929873232,110.01421486668498,female
5.549390848942072,107.71256068168569,female
5.453927487672277,122.81867485862969,female
5.2239053265741555,107.13127413974529,female
5.388964194433618,102.0967584452353,female
5.732239491441911,177.30225575737853,male
5.078539543105943,235.07629860748426,male
6.026792942729133,140.941789833527,male
5.366216247058147,134.57275719798602,male
5.425707599081187,104.10964072675375,male
5.60505861343354,180.62953775798232,male
5.80935309342218,164.7165921623579,male
5.335869829946117,98.19346243576484,female
5.60443445619243,188.56627185491647,male
5.157543917991674,106.94282690140145,female
5.0660218508328985,99.72538545445444,female
5.5981563915476755,123.2484967149421,female
5.891947115575118,183.87751739642516,male
5.476323141306477,178.07312577852747,male
5.431328561052874,81.84978203431058,female
5.365066674333361,107.55886670710827,female
5.790416995414491,166.66282359153175,male
5.7618925860043,160.31724782796937,male
5.779086475816711,166.70982005744767,male
5.2746133178860495,107.35517923880131,male
5.759249950741622,124.11931318170127,female
5.580482928438068,120.64259394811882,male
5.267969665435937,126.18800945514994,female
6.060458311650975,161.69382353196036,male
5.143177508810469,100.30736079464823,female
